stories_id,publish_date,title,url,language,ap_syndicated,story_date_guess_method,story_extractor_version,story_geocoder_version,story_nyt_themes_version,media_id,media_name,media_url,media_pub_country,media_pub_state,media_language,media_about_country,media_media_type
824226248,"2018-03-15 23:55:35","UK players shrug at end of program’s 30-year streak of making three-pointers","http://www.kentucky.com/sports/college/kentucky-sports/uk-basketball-men/article205449344.html#storylink=rss","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",96,"Lexington Herald-Leader ","http://www.kentucky.com/","United States","Kentucky, United States","English","United States","Print Native"
824250607,"2018-03-16 02:11:52","After destroying Arizona, what will Buffalo have in the tank for Kentucky?","http://www.kentucky.com/sports/spt-columns-blogs/mark-story/article205457339.html#storylink=rss","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",96,"Lexington Herald-Leader ","http://www.kentucky.com/","United States","Kentucky, United States","English","United States","Print Native"
824281467,"2018-03-15 23:39:58","Stephen F. Austin coach: Millennials &apos;don&apos;t even watch college basketball&apos;","http://rssfeeds.cincinnati.com/~/532864888/0/cincinnati-uk~Stephen-F-Austin-coach-Millennials-aposdonapost-even-watch-college-basketballapos/","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",26590,"cincinnati.com","http://cincinnati.com","United States","Ohio, United States","English","United States","Digital Native"
824348316,"2018-03-16 05:00:57","The trouble with Nancy: How big a problem is Pelosi for Democrats?","https://www.salon.com/2018/03/16/the-trouble-with-nancy-middle-america-doesnt-want-pelosi-but-it-doesnt-want-paul-ryan-either/","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",1757,"Salon","http://www.salon.com/","United States",,"English","United States","Digital Native"
824430817,"2018-03-16 06:00:08","Ugh, Is My Child a Tattletale?","https://slate.com/human-interest/2018/03/parenting-advice-on-tattling-santa-and-a-kid-whos-worried-shes-merely-average.html","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",4425,"Slate","http://www.slate.com?from=rss","United States",,"English","United States",
824488063,"2018-03-16 08:00:01","Mike's Blog Round Up","https://crooksandliars.com/2018/03/mikes-blog-round-7","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",307,"Crooks and Liars","http://www.crooksandliars.com",,,"English","United States",
824534803,"2018-03-15 23:17:14","Villanova wins easily in first round of March Madness, avoids hard fate | Bob Ford","http://www.philly.com/r?19=961&43=168371&44=477030513&32=3796&7=195227&40=http%3A%2F%2Fwww.philly.com%2Fphilly%2Fsports%2Fcolleges%2Fvillanova%2Fvillanova-march-madness-ncaa-tournament-college-basketball-20180316.html","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",18,"Philadelphia Inquirer","http://www.philly.com/inquirer/",,,"English","United States",
824571620,"2018-03-16 09:36:23","After a wild celebration, UK band member becomes internet sensation","http://www.kentucky.com/news/local/counties/fayette-county/article205472724.html#storylink=rss","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",96,"Lexington Herald-Leader ","http://www.kentucky.com/","United States","Kentucky, United States","English","United States","Print Native"
824678187,"2018-03-16 11:44:05","Buffalo busts brackets and more links from first day of NCAA Tournament","http://www.kentucky.com/sports/spt-columns-blogs/sidelines-with-john-clay/article205494994.html#storylink=rss","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",96,"Lexington Herald-Leader ","http://www.kentucky.com/","United States","Kentucky, United States","English","United States","Print Native"
824684991,"2018-03-16 10:30:11","Solenodon: This Bizarre Venomous Mammal Survived the Asteroid That Killed the Dinosaurs","http://www.newsweek.com/solenodon-venomous-mammal-survived-asteroid-killed-dinosaurs-848588","en",False,,"readability-lxml-0.6.2","cliff_clavin_v2.4.1","nyt_labeller_v1.0.0",56510,"Newsweek","http://newsweek.com/","United States",,"English","none","Digital Native"
